date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:06:02	136568/136568	---M-Z	200	added ('OK')	text/css	date:Mon,%2017%20Oct%202016%2013:25:27%20GMT	http://www.astrospiritrc.com/wp-content/themes/zerif-lite/style.css?ver=v1	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/themes/zerif-lite/styled3b3.css	(from http://www.astrospiritrc.com/)
21:06:02	2381/2381	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202016%2016:19:13%20GMT	http://www.astrospiritrc.com/wp-content/themes/zerif-lite/css/responsive.css?ver=v1	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/themes/zerif-lite/css/responsived3b3.css	(from http://www.astrospiritrc.com/)
21:06:03	10056/10056	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2001%20Jun%202016%2012:25:31%20GMT	http://www.astrospiritrc.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://www.astrospiritrc.com/)
21:06:03	386/386	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2011%20Jul%202016%2017:33:15%20GMT	http://www.astrospiritrc.com/wp-content/plugins/dropdown-menu-widget/scripts/include.js?ver=4.7.2	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/dropdown-menu-widget/scripts/includee100.js	(from http://www.astrospiritrc.com/)
21:06:03	662/662	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2030%20Dec%202016%2014:21:26%20GMT	http://www.astrospiritrc.com/wp-content/plugins/pirate-forms/js/scripts-general.js?ver=4.7.2	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/pirate-forms/js/scripts-generale100.js	(from http://www.astrospiritrc.com/)
21:06:04	3121/3121	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2002%20Aug%202016%2007:13:29%20GMT	http://www.astrospiritrc.com/wp-content/plugins/top-bar/js/jquery.cookie.js?ver=4.7.2	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/top-bar/js/jquery.cookiee100.js	(from http://www.astrospiritrc.com/)
21:06:04	1617/1617	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2002%20Aug%202016%2007:13:29%20GMT	http://www.astrospiritrc.com/wp-content/plugins/top-bar/js/tpbr_front.min.js?ver=4.7.2	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/top-bar/js/tpbr_front.mine100.js	(from http://www.astrospiritrc.com/)
21:06:04	1686/1686	---MC-	200	added ('OK')	application/rss+xml	etag:%227525c42a68c154fd07f59a022128da7f%22	http://www.astrospiritrc.com/comments/feed/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/comments/feed/index.html	(from http://www.astrospiritrc.com/)
21:06:06	97184/97184	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2023%20May%202016%2009:34:30%20GMT	http://www.astrospiritrc.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-includes/js/jquery/jqueryb8ff.js	(from http://www.astrospiritrc.com/)
21:06:06	860/860	---MCZ	200	added ('OK')	text/xml	date:Fri,%2003%20Feb%202017%2015:36:06%20GMT	http://www.astrospiritrc.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/xmlrpc0db0.php	(from http://www.astrospiritrc.com/)
21:06:06	48849/48849	---MC-	200	added ('OK')	application/rss+xml	etag:%22c8f05876a79fcb48f4cada5d167fd4f2%22	http://www.astrospiritrc.com/feed/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/feed/index.html	(from http://www.astrospiritrc.com/)
21:06:07	1875/1875	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Jul%202016%2017:33:15%20GMT	http://www.astrospiritrc.com/wp-content/plugins/dropdown-menu-widget/css/shailan-dropdown.min.css	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/dropdown-menu-widget/css/shailan-dropdown.min.css	(from http://www.astrospiritrc.com/)
21:06:07	1045/1045	---MCZ	200	added ('OK')	text/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	http://www.astrospiritrc.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-includes/wlwmanifest.xml	(from http://www.astrospiritrc.com/)
21:06:07	3894/3894	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Jul%202016%2017:33:15%20GMT	http://www.astrospiritrc.com/wp-content/plugins/dropdown-menu-widget/themes/web20.css	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/dropdown-menu-widget/themes/web20.css	(from http://www.astrospiritrc.com/)
21:06:08	1151/1151	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jul%202016%2002:30:04%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/cropped-fevicon-32x32.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/cropped-fevicon-32x32.jpg	(from http://www.astrospiritrc.com/)
21:06:09	10606/10606	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jul%202016%2002:30:04%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/cropped-fevicon-192x192.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/cropped-fevicon-192x192.jpg	(from http://www.astrospiritrc.com/)
21:06:10	9769/9769	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Jul%202016%2002:30:04%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/cropped-fevicon-180x180.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/cropped-fevicon-180x180.jpg	(from http://www.astrospiritrc.com/)
21:06:11	15619/15619	---M-Z	200	added ('OK')	image/png	date:Tue,%2016%20Aug%202016%2005:09:52%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/astrology1_logo_mini.png	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/astrology1_logo_mini.png	(from http://www.astrospiritrc.com/)
21:06:13	34646/34646	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:13%20GMT	http://www.astrospiritrc.com/diwali-lakshmi-poojan/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/diwali-lakshmi-poojan/index.html	(from http://www.astrospiritrc.com/)
21:06:14	3619/3619	---M-Z	200	added ('OK')	image/png	date:Tue,%2016%20Aug%202016%2005:18:15%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/course.png	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/course.png	(from http://www.astrospiritrc.com/)
21:06:16	34224/34224	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:16%20GMT	http://www.astrospiritrc.com/courses/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/courses/index.html	(from http://www.astrospiritrc.com/)
21:06:17	4668/4668	---M-Z	200	added ('OK')	image/png	date:Tue,%2016%20Aug%202016%2005:18:18%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/se.png	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/se.png	(from http://www.astrospiritrc.com/)
21:06:18	29311/29311	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:18%20GMT	http://www.astrospiritrc.com/services/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/services/index.html	(from http://www.astrospiritrc.com/)
21:06:19	1212/1212	---M-Z	200	added ('OK')	image/png	date:Tue,%2016%20Aug%202016%2005:09:19%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/blogIcon.png	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/blogIcon.png	(from http://www.astrospiritrc.com/)
21:06:19	52236/52236	---MC-	200	added ('OK')	application/json	date:Fri,%2003%20Feb%202017%2015:36:11%20GMT	http://www.astrospiritrc.com/wp-json/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-json/index.html	(from http://www.astrospiritrc.com/)
21:06:20	122871/122871	---M-Z	200	added ('OK')	image/jpeg	date:Tue,%2016%20Aug%202016%2005:19:04%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/astro2.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/astro2.jpg	(from http://www.astrospiritrc.com/)
21:06:21	55255/55255	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:21%20GMT	http://www.astrospiritrc.com/category/thought-of-the-day/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/category/thought-of-the-day/index.html	(from http://www.astrospiritrc.com/)
21:06:23	33561/33561	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:23%20GMT	http://www.astrospiritrc.com/category/horoscope/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/category/horoscope/index.html	(from http://www.astrospiritrc.com/)
21:06:24	22905/22905	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2022%20Oct%202016%2017:15:19%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/10/WhatsApp-Image-2016-10-22-at-10.43.52-PM-250x250.jpeg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/10/WhatsApp-Image-2016-10-22-at-10.43.52-PM-250x250.jpg	(from http://www.astrospiritrc.com/)
21:06:26	37077/37077	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:26%20GMT	http://www.astrospiritrc.com/category/festival/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/category/festival/index.html	(from http://www.astrospiritrc.com/)
21:06:28	26359/26359	---M-Z	200	added ('OK')	image/png	date:Mon,%2017%20Oct%202016%2013:30:35%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/10/icecream-250x250.png	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/10/icecream-250x250.png	(from http://www.astrospiritrc.com/)
21:06:29	27367/27367	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:30%20GMT	http://www.astrospiritrc.com/contact-us/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/contact-us/index.html	(from http://www.astrospiritrc.com/)
21:06:30	23461/23461	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2004%20Sep%202016%2017:20:51%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/09/Ganesh-Chathurthi-2014-250x250.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/09/Ganesh-Chathurthi-2014-250x250.jpg	(from http://www.astrospiritrc.com/)
21:06:31	42060/42060	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:32%20GMT	http://www.astrospiritrc.com/importance-of-karvachauth/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/importance-of-karvachauth/index.html	(from http://www.astrospiritrc.com/)
21:06:33	22490/22490	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2021%20Aug%202016%2012:12:27%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/08/Smiling-Sunday-250x250.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/08/Smiling-Sunday-250x250.jpg	(from http://www.astrospiritrc.com/)
21:06:34	42732/42732	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:35%20GMT	http://www.astrospiritrc.com/karvachauth-special/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/karvachauth-special/index.html	(from http://www.astrospiritrc.com/)
21:06:35	23783/23783	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2021%20Aug%202016%2012:10:19%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/08/Spiritual-Saturday-250x250.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/08/Spiritual-Saturday-250x250.jpg	(from http://www.astrospiritrc.com/)
21:06:36	41921/41921	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:37%20GMT	http://www.astrospiritrc.com/ganesh-chaturthi/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/ganesh-chaturthi/index.html	(from http://www.astrospiritrc.com/)
21:06:38	23926/23926	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2021%20Aug%202016%2012:07:24%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/08/friday-250x250.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/08/friday-250x250.jpg	(from http://www.astrospiritrc.com/)
21:06:40	33554/33554	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:40%20GMT	http://www.astrospiritrc.com/thought-of-the-day-4/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/thought-of-the-day-4/index.html	(from http://www.astrospiritrc.com/)
21:06:40	22089/22089	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2021%20Aug%202016%2012:04:05%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/08/thrusday-250x250.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/08/thrusday-250x250.jpg	(from http://www.astrospiritrc.com/)
21:06:42	33607/33607	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:42%20GMT	http://www.astrospiritrc.com/thought-of-the-day-3/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/thought-of-the-day-3/index.html	(from http://www.astrospiritrc.com/)
21:06:44	22615/22615	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2021%20Aug%202016%2012:00:52%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/08/wednesday-250x250.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/08/wednesday-250x250.jpg	(from http://www.astrospiritrc.com/)
21:06:45	21028/21028	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2021%20Aug%202016%2011:32:28%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/08/tuesday-250x250.jpg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/08/tuesday-250x250.jpg	(from http://www.astrospiritrc.com/)
21:06:45	33477/33477	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:46%20GMT	http://www.astrospiritrc.com/thought-of-the-day-2/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/thought-of-the-day-2/index.html	(from http://www.astrospiritrc.com/)
21:06:46	188791/188791	---M-Z	200	added ('OK')	application/x-javascript	etag:%227ddb2a202962fecc1829b4564f55ac08%22	http://connect.facebook.net/en_GB/sdk.js	C:/My%20Web%20Sites/asrc/connect.facebook.net/en_GB/sdk.js	(from http://www.astrospiritrc.com/)
21:06:48	33737/33737	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:47%20GMT	http://www.astrospiritrc.com/thought-of-the-day/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/thought-of-the-day/index.html	(from http://www.astrospiritrc.com/)
21:06:48	33540/33540	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:48%20GMT	http://www.astrospiritrc.com/thought-of-the-day24aug16/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/thought-of-the-day24aug16/index.html	(from http://www.astrospiritrc.com/)
21:06:49	191808/191808	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2021%20Dec%202016%2018:23:30%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/12/WhatsApp-Image-2016-12-21-at-11.32.41-PM.jpeg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/12/WhatsApp-Image-2016-12-21-at-11.32.41-PM.jpg	(from http://www.astrospiritrc.com/)
21:06:50	969/969	---M-Z	200	added ('OK')	image/png	date:Tue,%2016%20Aug%202016%2005:09:11%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/map-pointer.png	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/map-pointer.png	(from http://www.astrospiritrc.com/)
21:06:50	1289/1289	---M-Z	200	added ('OK')	image/png	date:Tue,%2016%20Aug%202016%2005:09:14%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/E-Mail-Icon.png	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/E-Mail-Icon.png	(from http://www.astrospiritrc.com/)
21:06:50	33532/33532	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:36:51%20GMT	http://www.astrospiritrc.com/thought-of-the-day23aug16/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/thought-of-the-day23aug16/index.html	(from http://www.astrospiritrc.com/)
21:06:51	2382/2382	---M-Z	200	added ('OK')	image/png	date:Tue,%2016%20Aug%202016%2005:09:16%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/07/wa-icon.png	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/07/wa-icon.png	(from http://www.astrospiritrc.com/)
21:06:51	2030/2030	---M-Z	200	added ('OK')	text/css	date:Fri,%2030%20Dec%202016%2014:21:41%20GMT	http://www.astrospiritrc.com/wp-content/plugins/addthis/css/output.css?ver=4.7.2	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/addthis/css/outpute100.css	(from http://www.astrospiritrc.com/)
21:06:52	1115/1115	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2011%20Mar%202015%2017:15:27%20GMT	http://www.astrospiritrc.com/wp-includes/js/hoverIntent.min.js?ver=1.8.1	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-includes/js/hoverIntent.minc245.js	(from http://www.astrospiritrc.com/)
21:06:53	15046/15046	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2021%20Sep%202016%2020:26:02%20GMT	http://www.astrospiritrc.com/wp-content/plugins/popups/public/assets/js/min/public-min.js?ver=1.6.0.1	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/popups/public/assets/js/min/public-min8de3.js	(from http://www.astrospiritrc.com/)
21:06:55	29120/29120	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2002%20Sep%202016%2016:19:14%20GMT	http://www.astrospiritrc.com/wp-content/themes/zerif-lite/js/bootstrap.min.js?ver=20120206	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/themes/zerif-lite/js/bootstrap.min11a8.js	(from http://www.astrospiritrc.com/)
21:06:55	27805/27805	---MC-	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2020:19:01%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/asrc/www.google-analytics.com/analytics.js	(from http://www.astrospiritrc.com/)
21:06:56	7980/7980	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2002%20Sep%202016%2016:19:14%20GMT	http://www.astrospiritrc.com/wp-content/themes/zerif-lite/js/smoothscroll.js?ver=20120206	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/themes/zerif-lite/js/smoothscroll11a8.js	(from http://www.astrospiritrc.com/)
21:06:56	26366/26366	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2002%20Sep%202016%2016:19:14%20GMT	http://www.astrospiritrc.com/wp-content/themes/zerif-lite/js/jquery.knob.js?ver=20120206	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/themes/zerif-lite/js/jquery.knob11a8.js	(from http://www.astrospiritrc.com/)
21:06:56	9114/9114	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2002%20Sep%202016%2016:19:14%20GMT	http://www.astrospiritrc.com/wp-content/themes/zerif-lite/js/scrollReveal.js?ver=20120206	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/themes/zerif-lite/js/scrollReveal11a8.js	(from http://www.astrospiritrc.com/)
21:06:58	15239/15239	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2002%20Sep%202016%2016:19:14%20GMT	http://www.astrospiritrc.com/wp-content/themes/zerif-lite/js/parallax.js?ver=v1	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/themes/zerif-lite/js/parallaxd3b3.js	(from http://www.astrospiritrc.com/)
21:06:58	27403/27403	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2002%20Sep%202016%2016:19:14%20GMT	http://www.astrospiritrc.com/wp-content/themes/zerif-lite/js/zerif.js?ver=20120206	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/themes/zerif-lite/js/zerif11a8.js	(from http://www.astrospiritrc.com/)
21:06:58	1398/1398	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2030%20Dec%202016%2014:22:20%20GMT	http://www.astrospiritrc.com/wp-includes/js/wp-embed.min.js?ver=4.7.2	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-includes/js/wp-embed.mine100.js	(from http://www.astrospiritrc.com/)
21:06:59	349571/349571	---M-Z	200	added ('OK')	image/gif	date:Tue,%2016%20Aug%202016%2008:10:28%20GMT	http://www.astrospiritrc.com/wp-content/uploads/2016/08/2_edited-2.gif	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/uploads/2016/08/2_edited-2.gif	(from http://www.astrospiritrc.com/)
21:07:01	49584/49584	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Feb%202017%2015:37:01%20GMT	http://www.astrospiritrc.com/page/3/	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/page/3/index.html	(from http://www.astrospiritrc.com/page/2/)
21:07:05	345634/345634	---M-Z	200	added ('OK')	text/javascript	etag:%2254622-5478e8ce06e80%22	http://s7.addthis.com/js/300/addthis_widget.js	C:/My%20Web%20Sites/asrc/s7.addthis.com/js/300/addthis_widget.js	(from http://www.astrospiritrc.com/)
21:07:08	78516/78516	---MCZ	200	added ('OK')	text/plain	date:Tue,%2016%20Aug%202016%2009:45:15%20GMT	http://www.astrospiritrc.com/wp-content/plugins/svg-vector-icon-plugin/admin/css/icon-font/wp-svg-plugin-icon-set1.ttf	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/svg-vector-icon-plugin/admin/css/icon-font/wp-svg-plugin-icon-set1.ttf	(from http://www.astrospiritrc.com/wp-content/plugins/svg-vector-icon-plugin/admin/css/wordpress-svg-icon-plugin-style.min.css?ver=4.7.2)
21:07:14	356736/356736	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2016%20Aug%202016%2009:45:15%20GMT	http://www.astrospiritrc.com/wp-content/plugins/svg-vector-icon-plugin/admin/css/icon-font/wp-svg-plugin-icon-set1.svg	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/svg-vector-icon-plugin/admin/css/icon-font/wp-svg-plugin-icon-set1.svg	(from http://www.astrospiritrc.com/wp-content/plugins/svg-vector-icon-plugin/admin/css/wordpress-svg-icon-plugin-style.min.css?ver=4.7.2)
21:07:14	78770/78770	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2016%20Aug%202016%2009:45:15%20GMT	http://www.astrospiritrc.com/wp-content/plugins/svg-vector-icon-plugin/admin/css/icon-font/wp-svg-plugin-icon-set1.eot	C:/My%20Web%20Sites/asrc/www.astrospiritrc.com/wp-content/plugins/svg-vector-icon-plugin/admin/css/icon-font/wp-svg-plugin-icon-set1.eot	(from http://www.astrospiritrc.com/wp-content/plugins/svg-vector-icon-plugin/admin/css/wordpress-svg-icon-plugin-style.min.css?ver=4.7.2)
